AccountID,StudentID,Group,Account Name,Role,SatisfactionScore,Opinion
61205,53625,OTHER,KUDOTETSU,student,4,データの理解、前処理、　モデル構築、モデル評価という流れで、データ分析を行うこと。\nPythonの基礎知識及び平均値等の統計の知識について学んだ。
61204,53624,OTHER,FumiJ0kura,student,5,データサイエンスの考え方の基礎や、Phtyonの記述方式の基礎、データの前処理やモデル構築の流れについて学ぶことができた。
61200,58578,EDUCATION,Kajikaji,student,4,データサイエンスの基本から、pythonの基礎まで学習できた。また、あいまいだった機械学習についての知識もより詳細を知れたのでよかった。
61199,58377,EDUCATION,Chanpon24,student,5,データサイエンスの流れと各段階の役割の違いについて理解することができた。データサイエンスにおいて必要な知識を学んでいきたい。
61195,58374,EDUCATION,warabimochi,student,4,メソッドが各データ型にもあるということ。オブジェクトはクラスによって定義され、データサイエンスにおいては機械学習モデルのクラスを扱い、その属性がパラメータ、メソッドが予測などになるということ。
61191,53621,OTHER,migaku4649,student,4,データサイエンスの内容が分かりやすかったので、一定の知識はあったが、再確認することができた。
61189,58367,EDUCATION,SuzukiAsahi,student,5,データサイエンスやPythonの基礎の基礎について学ぶことができた。今まで統計の基礎には触れたことがあったが、Pythonには初めて触れたのでとても有意義な時間にすることができた。
61188,59591,EDUCATION,Gogirugi,student,5,機械学習には、教師あり学習、教師なし学習、強化学習といった種類があるということが分かった。決定木やクラスタリングなど、名前は知っているが実体を知らない機械学習手法について、その外観を理解できたことがよかった。
61172,58354,EDUCATION,shion_27,student,4,これまでに、自分の研究がデータサイエンスのカテゴリに含まれることはなんとなく認識していたが、実際にデータサイエンスがどのようなものなのかは理解できていなかったため、定義から学ぶことができた。
61163,58341,EDUCATION,Mdesumdesu,student,4,今回は導入の講座だったので、具体的にこれから何をするのかを理解しました。
61162,58340,EDUCATION,Y3110Miyako,student,5,今日の講義では、データサイエンスを用いた機械学習の4ステップと、それらに必要なPython、統計、機械学習の基礎知識を学んだ。特に、Pythonについてはこれまで学んだことがなかったので、基本用語や概念から初歩的な操作まで丁寧に学ぶことができ、大変助かった。
61160,58339,EDUCATION,Mizumizu,student,4,事前学習では、機械学習にまつわる基本的な用語の意味を改めて学び、これからの学習の素地となる部分を固めることができました。\npandasは初めて扱いましたが、直感的な操作が可能でした。
61159,58338,EDUCATION,rileyrice283,student,3,scikitlearnを用いて分類や回帰の前処理→学習→モデル評価の流れを学んだ．\n決定木を作成して未知のデータの予測をさせる方法や線形回帰を用いて傾向をつかむ方法など，将来の仕事に役立ちそうなツールを学んだ．
61157,58884,EDUCATION,Suzu1204,student,5,データを扱うときはそのままの形で使うのではなく、クリーニングを事前に行うこと。また、訓練データ、テストデータという概念がなかったので訓練データを学習させてテストするのがとても面白い。
61151,53501,OTHER,shinhagi,student,5,これからの時代は、データを正しく分析することが重要になると感じた。自分自身の業務でも分析データを確認することがあるが、活用できていない状況のため、本講義でその手法を学びたい。
61150,58336,EDUCATION,bonu-ruNutoyama,student,5,データサイエンスの流れとして、データの理解、データの前処理、モデル構築、モデル評価というものがあると分かった。また、それらを実践するために統計やプログラミングが大切だと学んだ。
61148,53498,OTHER,YoheiWakita,student,3,3年前に独習していたPythonの基本的な文法を振り返ることができた。また、データ分析の流れ（データの理解、前処理、モデル構築、評価）を学ぶことができた。
61128,58324,EDUCATION,darudaruo,student,4,データの種類やデータサイエンスの一連の流れについて復習できた．また，Pythonの基本的な構文のおさらいや統計，機械学習に関するおさらいができた．
61121,58317,EDUCATION,Takahiro244,student,5,データサイエンスとはなにか、どのように活用するのかということと、パイソンの基礎的な関数を学びました。
61116,58378,EDUCATION,yutotsutsumi,student,5,データを分析するためには統計量を可視化し、クリーニングした後にそれを元にしたモデルを作ることが大切である。加えてpythonの演算方法、関数、そして機械学習に関わる関数の説明を受けた
61113,58422,EDUCATION,HarutoT1,student,4,今回の講義は事前学習ということでビデオを見て学習するものでしたが、Pythonで用いるlistなどの説明を図を用いて説明していたのでわかりやすかったです。また1でデータサイエンスとは何か、どのように進めていくのかを学びました。
61105,59539,EDUCATION,collinepin,student,5,データサイエンスの流れはデータの理解、前処理、モデル構築、モデル評価の4つにわけられ、それらを繰り返すことだと学んだ。
61100,53484,OTHER,IkumoIsono,student,4,学習の概要がわかりました。事前学習のファイルはすべて、動画は2回まで見ました。Google Colabの使い方、ipynbの使い方がわかりました。
61083,53480,OTHER,Takashi_Oura,student,4,データサイエンスの流れを把握し、最初の段階である「データの理解」で必要な統計の基礎知識を基に、実際にPythonのコード実行を体験した。機械学習には３種類の学習手法があり、例えば学習手法によって分析プロセスが異なったり、「データの前処理」や「モデル構築」次第で良い結果が得られるか左右されたりするといったそれぞれの特徴を学んだ。
61077,53479,OTHER,Yanmo111,student,3,データサイエンスの役割と活用事例など
61076,58496,EDUCATION,ItoKawahara,student,3,演算子が引数を加工してくれる。リストは複数の値をインデックスで管理できる。リストを含む二次元リストは表データのように値を要素やリストを参照することが出来る。メソッドは各データ型が持つ、計算機のようなもの。変数名の後にドットを付けて使用し、処理を実行するコード。オブジェクトは属性とメソッドをまとめたもので、クラスによって定義される。ライブラリは多数の組織が提供するPythonプログラムのファイル集で、ファイルを利用するには取り込む必要がある。
61072,62616,EDUCATION,YudaiIWAKI,student,5,データサイエンスでは、データの種類や目的に応じてモデルなどを選ぶ必要があるが、4つの工程を繰り返し行うことで精度の良い分析ができることが分かった。\nPythonに関しては、マークアップ言語を学習したときの知識が活きたため、記述方法の違いなど両者の差分を埋める形で学習を進めた。
61068,59866,EDUCATION,mochimochinoki,student,5,機械学習の手法や統計分析については日ごろから取り組んでいるタスクだが，再度おさらいすることで思い出しながら学習することができた
61066,58292,EDUCATION,Itci_mtbt,student,4,データサイエンスの概要的な意義とpythonの基礎的な構文を学び、この講座の全体像が何となく形見えてきた。
61060,53459,OTHER,ebifurapenguin,student,4,Pythonの基礎的な構造を学びました。コードを暗記するというよりはある程度の文法を理解し、自分の分析内容を十分に理解すれば、コピペして対応できる（逆に理解ができていないと分析がほぼできない）ということがわかりました。
61053,53458,OTHER,TaekoIsokane,student,3,test
61051,53457,OTHER,SasakiTakahiro,student,3,機械学習はその前のデータ処理こそが大切だと言う事を学んだ。
61050,58822,EDUCATION,MoMo11168,student,5,GCIベーシックが初学者向けに、基礎から実装までの包括的なデータサイエンススキル習得の土台作りを行うために開講されていることがわかりました。知識や実践的スキルの定着のために、様々な工夫をして下さっていることを知りました。
61046,59381,EDUCATION,KeitoAsahina_23,student,5,Pythonは初学者にも扱いやすく、データ処理から機械学習モデルの構築、評価まで幅広く利用できる。プログラムは英単語や記号から成り、演算子や変数を用いた計算が可能である。データ型には整数、浮動小数点、文字列、真偽値、リストなどがあり、リストは複数の値を順番に管理できる。関数やメソッドを使って効率よく処理を行うことも学び、オブジェクトとクラスの概念についても理解した。さらに、numpyやpandasなどのライブラリを活用することで、少ないコードでデータ分析ができることも分かった。
61043,53456,OTHER,masayayana,student,4,パイソンの基礎や定義について
61041,53660,OTHER,DAMdam4843,student,4,プログラミング初心者にとっては事前学習ですらハードルが高く、不安になった。
61039,58278,EDUCATION,SeinaTakekoshi,student,4,本講座を通じて、データサイエンスに必要なPythonの基礎、統計の知識、機械学習の手法を体系的に学習した。
61037,53455,OTHER,Kiitos14,student,4,データサイエンスとは何か、Pythonの超基礎、Google Colaboratoryの使い方など、これからデータサイエンスを学ぶための基礎知識について知ることが出来た。これから本格的に講義がはじまるということにワクワクしている。
61027,53446,OTHER,YukaKysm,student,4,講座の事前学習として、データサイエンスの流れやPythonで登場する用語やルールの基本のキを学んだ。＝が計算式ではなく代入を表す点に注意が必要なことを知った。クラス、メソッド、オブジェクト、等、を正しく理解できるように、もう少し書籍やネットでも調べておきたいと思う。
61026,53447,OTHER,hiroshige8,student,3,データサイエンスとは大量のデータを分析して、役立つ情報や新しい知識を生み出す学問分野や技術分野のことである。また、その流れとしてはデータの理解・前処理・モデル構築・モデル評価の4つに分けられ、行きつ戻りつしながら目標達成を目指している。
61021,58287,EDUCATION,karrrly5666,student,5,データサイエンスを行う上で最低限必要な統計の知識などについて、大学で学んだものの忘れてしまっていた自分にとってはとっても良い復習になった。\nまた、演習を通して実際に自分の手でプログラムを作ることで分析などにはどんな操作が必要になるのか、という観点で物事をみる物差しを得ることができた。
61020,53445,OTHER,nakisaki,student,3,初学者なので、全てが初めて聞くものばかりでした。基礎中の基礎の部分を学びました。
61011,53436,OTHER,Saaya-san,student,3,データサイエンティストの採用において、候補者との面談やデータサイエンティストのメンバーとの議論で使用している単語についての解像度があがった。\n内容自体は一度みたことがあるのでいい復習になった。
61008,53433,OTHER,YuheiEnguchi,student,5,データサイエンスとPythonの基礎知識を学んだ。データ、モデル、プログラムに対して理解を深めることができた。
61004,58265,EDUCATION,Jicky000,student,5,データサイエンスの流れ、教師あり学習と教師なし学習、強化学習の違い\nまたPythonの基本的な扱い方や概念について学ぶことができた。
60991,58260,EDUCATION,Kotone_ocha,student,5,データサイエンスとは、データを収集して分析することで新しい価値を生み出すものであることがわかった。データサイエンスをしていく上でPythonを使いこなせるようにするために、プログラミングの基礎として、演算子からライブラリの取り込みまで学んだ。
60968,58248,EDUCATION,MIKIMASAHIDE,student,5,生成AIの基礎やColabの使い方、簡単な構文について学ぶことができた
60967,58257,EDUCATION,Hirakuma,student,5,事前学習編では、「データサイエンスとは」という点からPythonの基礎と統計の知識を学んだ。また、その後に機械学習について学び、実際に機械学習として行う分類と回帰のプログラムを実際に動かした。
60960,58677,EDUCATION,kana2010,student,5,まずデータサイエンスとは何か、どういったことに用いられるかということの他、Pythonの基礎知識・使い方についても詳しく学べた。
60959,53415,OTHER,ShinTAKI,student,5,1. データサイエンスとは\n・データサイエンスという学問分野・技術分野は、\n　①さまざまなデータを収集してそれらを分析することで、\n　②ビジネス上必要な判断や社会課題といった問題の解決を目的としていること、そして\n　③プログラミングのみならず、数学や統計学、ビジネス上の知識といった、複数の分野の知識が統合的に求められる、という3つの特徴を併せ持つ学問分野・技術分野である。\n・データの種類は①構造化データと②非構造化データに分けられる。両者の違いは、行と列で管理できるかどうかであり、①はさらに、A. （数字の大小を見る）量的データと、B. （分類・区別することを目的とした）質的データに分類される。②は、画像や動画、音声などが挙げられる。\n・データの収集方法は様々だが、個人で収集する際には、①Webサイトなどで公開されている政府統計データなどの「オープンデータ」や②特定の問題を解決するための分析・モデルを作成して成果を競い合う「コンペティション」などを利用することが多い。\n・データサイエンスは大きく4つの流れに分けられる。以下それぞれの概要。\n1. データの理解：統計量（平均、中央値、分散）の算出やグラフ・プロットを通じた可視化により、データの全体像を把握し、分析に利用できそうなデータになりうるか、仮説を立てる。\n2. データの前処理：分析しやすい形へのデータの処理。具体的には、外れ値・欠損値がある場合の「クリーニング（削除や補完）」、スケールが異なる場合の「標準化（平均を0、分散が1となるようにすること）」、カテゴリーデータの「ダミー変数化（0か1の値に変換すること）」といった作業。\n3. モデル構築：特定の目的を達成するために、計算のルールを構築すること。A. データ分割、B. モデルの選択、C. モデルの訓練、という3つのプロセスが存在。\nA. データ分割：モデルの未知データに対する予測性能を評価することを目的に、一部のデータを訓練に含まない「テストデータ」として準備すること。\nB. モデルの選択：利用したいデータの性質や目的に応じて、適したモデルを選ぶこと。\n　目的の例：数値を予測するための「回帰」、データを異なるカテゴリに分けるための「分類」、データをいくつかのグループに分けるための「クラスタリング」など\n　モデル選択の事例：数値を予測する場合は回帰モデルを使用。中でも、予測するための変数が一つの場合は「単回帰分析」を、変数が複数存在する場合は「重回帰分析」を使用する。\nC. モデルの訓練：データのパターンを理解し、より最適な予測ができるように、「訓練用データ」を学習させること。\n3. モデル評価：訓練したモデルが未知のデータに対してどれだけ正確に予測できるかを測定すること。\n\n2. Pythonの基礎\n- Pythonの特徴\n　1. 上述したような、データ処理から機械学習モデルの構築・評価までの実装が容易である。\n　2. Web上のデータ抽出、いわゆる「スクレイピング」が容易である。\n　3. Google Colaboratoryの開発環境を使用できる。\n- 演算子\n・「演算子」とは、値に対して計算する記号。新たな値へと「評価」する。\n・算術演算子のうち、掛け算は'*'、割り算は'/'、冪乗は'**'という特有記号。\n・比較演算子のうち以上・以下はそれぞれ'>='、'<='と、イコールは後ろ。また左右の値が同じ場合は'=='、同じでない場合は'!='という記号である点に注意が必要。コードとして記載した場合、True（真）かFalse（偽）のいずれかに評価される。\n・プログラミングの世界では、'='は代入を指す。\n・「変数」は、ある値を命名し、さらに一時的に記録できる、箱のようなもの。記載する際のルールは、［変数名＝値］。変数に値を入れることを「代入」と、変数に入れた値を呼び戻すことを「参照」と呼ぶ。\n- データ型\n・プログラムで扱う値の種類は「データ型」として区別。\n・主なデータ型として、整数を示す「int型」、小数をあらわす「float型」、文字列を表す「str型」、真偽値を表す「bool型」、リストを表す「list型」が挙げられる。\n・リスト型は複数の値と、その順番を管理できることが特徴。ここで、リストに代入される複数の値を「要素」と、その順番を「インデックス」と、それぞれ呼ぶ。\n・インデックスを指定することで、要素の参照や変更が可能に。\n・また、リストを要素に持つリストは2次元リストと呼ばれ、表データのように値を管理することが可能に。行や列番号のインデックスを指定することで、要素やリストを参照することが可能。\n　＊ただし、参照する際には、行→列の順番でしているするため、ここまで習った範囲においては、m列目を参照することはできなさそう。\n・さらに、Pythonには、リスト（現時点では1次元リストでの例示のみ）の合計値や要素数を計算する関数も用意されている。\n\n- メソッド\n・メソッドとは、自身に対する処理を実行するコード。各データ型がそれぞれに特有のメソッドを有する。\n・メソッドを利用する際は、変数名の後ろに.（ドット）とメソッド名を記載することで、処理を実行できる。
60955,58486,EDUCATION,taiyoueda,student,5,大学の授業や自分でpythonを学習していた時は2次元リストについてよくわからなかったが、今回のpythonの基礎の講義を聞いて理解することができた。
60954,58972,EDUCATION,nmaki_ch,student,5,データサイエンスの流れやPythonの基礎知識について知見を深めることができました。特に、概要をおさらいできた点が学びとして大きかったです。
60948,61635,EDUCATION,asada0605,student,5,・データサイエンスで取り扱うデータは構造化データとそ非構造化データがある\n・データの理解、前処理、モデル構築、モデル評価を繰り返して分析する
60943,53414,OTHER,ikeda0518,student,5,全体像の把握ができたのでこれからの講義を全体像を意識しながら挑戦していきたい。
60937,59031,EDUCATION,Yumiko_yori22,student,5,データサイエンスとは何かや、データの種類、データサイエンスの流れ（データの理解、データの前処理、モデル構築、モデル評価）について学びました。また、Pythonのプログラムの見方や演算子、変数、データ形、関数、メソッド、オブジェクトとクラス、ライブラリについても学びました。
60917,58221,EDUCATION,yushibu12,student,5,データサイエンスの基礎となる知識を一通り学習できる内容だった。データ分析の手順と、Pythonの基本的な関数や使い方について学ぶことが出来た。
60903,58210,EDUCATION,Joshutiiiiina,student,4,pythonやgoogle colabの基本的な扱い方についてある程度理解することができた。また、機械学習の根本的な考え方についてもなんとなくではあるが掴むことができた。
60902,58209,EDUCATION,MizukoshiKosei,student,3,事前学習第０回から２回までを理解した。\npythonの基本的な文法のおさらいする良い機会になった。
60896,58204,EDUCATION,TsujiAnna,student,5,Physonの使い方について、学ぶことができました。また、データサイエンスについて全般的に学ぶことができたので、今後のGCIの受講に役立てていきたいと思います。
60893,58202,EDUCATION,minmintsk,student,5,Pythonの基本的な使用方法を学びました。また、統計学の基礎知識の復習にもなりました。
60892,58197,EDUCATION,pompom39,student,4,データサイエンスには、Pythonと統計の知識が必要不可欠であるということが分かった。
60887,58208,EDUCATION,yutahirakawa,student,5,本日の講義で学んだことは、この講座が自分自身の未来のさまざまなことに応用していける可能性があるということです。またデータサイエンスは単にプログラミングを行うことだけでなく、他にもさまざまなアプローチ方法があるということを知れてよかったです。
60877,58190,EDUCATION,Hiromu_K166,student,5,データサイエンスの流れはデータの理解，データの前処理，モデル構築，モデル評価の4つ．\n統計分野で使われているグラフには散布図，箱ひげ図，ヒストグラムがある．\n関係性を表す相関関係，データのばらつきを表す分散・標準偏差，真ん中のデータを表す中央値がある．
60869,58185,EDUCATION,Kanarunrun,student,5,あらためてデータサイエンスの重要性やその度合いの高まりを考えられた。Pythonの基礎文法の復習もあわせてできたので、良い学習の場になった。
60865,61615,EDUCATION,Civilian,student,5,大きく分けて2つを学んだ．1つはデータサイエンスの大まかな流れである．各ステップにおける要点が端的に述べられており，講義で習う内容の方向性を理解することができた．もう一つはpythonの基礎が初学者でも理解しやすい構成で導入されており，pythonの基礎を手早く復讐することができたほか，pythonにもオブジェクトの概念があることを初めて知ることができた．
60859,58175,EDUCATION,shion_nozawa,student,5,今日の講義では主にデータサイエンスとはなにか，Pythonについて学びました。どちらも初めて学習する分野であるため，理解に時間がかかりました。
60856,58171,EDUCATION,vulpesCorsac,student,4,当講義で扱ったpythonの基本的な事項についてはすでに学習済みであった。一方でpythonを用いてのデータの分析を行ったことがなかったため、ライブラリを用いた統計量の求め方は学ぶことができた。
60853,61018,EDUCATION,NAGIOuni,student,5,データサイエンスの流れには主に4つの段階が存在し、それぞれデータの理解、データの前処理、モデル構築、そしてモデル評価である。この流れを何度も繰り返すことにより、分析の目標を達成する。
60850,58445,EDUCATION,EmmaWktk,student,5,Pythonの基本的な文法や、グラフの表し方、Pythonを使った計算、データサイエンスとは何なのかを学んだ。
60838,58168,EDUCATION,Parururu,student,5,多くは既知の情報だったが、何の知識が必要になってくるのか確認できたのが良かった。また、自分が以前学んだ時より、定義などを厳格に区切って説明されていたのが分かりやすかったし、その基礎知識は当たり前としてこれから扱われるのだろうと心構えできた。オブジェクトは少し理解に苦労したが、コンピュータの特性に少し理解を深めることができた。
60837,58314,EDUCATION,Piyontuku,student,5,機械学習とは何か、その中でもロジスティック回帰などが教師あり学習でクラスタリングや主成分分析が教師なし学習といったことを整理することができた。さらに、グーグルコラボで実際に手を動かして回帰と分類をした。データ欠損していた時の扱いなども実践しながら勉強できた。
60833,58163,EDUCATION,Shiro0702,student,4,データサイエンスは、データを理解して前処理を行った後、モデルを構築し、そのモデルがどれだけ目的を達成しているか評価するといった流れで進むことを学んだ。
60831,58164,EDUCATION,yutonakamura0211,student,4,データサイエンスの流れとして、データの理解、データの前処理、モデル構築、モデル評価とあること。基本的な統計の知識と平均値や分散といったその指標のpythonでの計算の仕方.\n機械学習は教師あり、教師なし、強化学習に大きく分類される\n
60827,58161,EDUCATION,Tajiri1231,student,4,"プログラミングで扱う値の種類はデータ型で分けられていること。またその中にbool,strなどそれぞれに意味がある。そのデータ型を結果として出したいとき、type関数を使う(type(データ型を知りたい値))。\nリストの計算ではsum,max,minの他にリストの中にある要素数を知るためのlenという組み込み関数がある\nメソッド：各データ型が自身にできる処理を実行するコード＝＞変数名の後ろにドットをつけることで利用する\n\n"
60825,58158,EDUCATION,Mountainbook,student,5,本日の講義では、統計の基礎やプログラミングの基礎的な考え方を学んだ。これらの知識は今後の実践的な課題やデータ分析に不可欠であり、講義を通じてその重要性を理解することができた。今後も継続して学び、実際の問題解決に活かしていきたいと感じた。
60823,61041,EDUCATION,omottomo,student,3,データサイエンスの全体把握をできた。
60813,58239,EDUCATION,Kerria01,student,5,データサイエンスの前提知識から、pythonの基本構文、統計の基礎知識などを学んだ。\nまた、機械学習についてやモデルの分類、演習として分類と回帰についてpythonでどのように学習させるかを学んだ
60803,58137,EDUCATION,anko0321,student,5,モデルの構築の仕方や、モデルの評価方法を理解できた。また、Pythonの基本文法を理解することができ、少しずつ自分から使用できるようになった。
60801,58131,EDUCATION,Kameusagi,student,4,データサイエンスや統計、機械学習の基礎から、Pytonの基礎的な内容を学習した。機械学習を用いたデータサイエンスの流れはデータの理解、前処理、モデル構築、モ\nデル評価の4つに分けられ、それらを繰り返して分析の目的達成を目指す。データサイエンスの流れの一番始め、「データの理解」の工程でデータが持つ意味合\nいや特徴を理解するために統計の知識が必要となる。機械学習には大きく分けて３つの手法があり、教師あり学習、教師なし学習、強化学習がある。いずれもディープラーニングと組み合わせることができる。また、大規模言語モデル(LLM)は、教師あり学習と教師なし学習の両方の概念を取り入れた自己教師あり学習によって学習する。
60799,58127,EDUCATION,komekome,student,5,データサイエンスの概要についてです。データサイエンスの流れはデータの理解、データの前処理、モデルの構築、モデルの評価を繰り返すことでデータ分析の目的を達成します。また、pythonの基礎知識についても学習しました。
60797,58128,EDUCATION,utakata_user,student,5,これからの学習の手順や流れ、データサイエンスおよびデータから情報を抽出するための手順や理解、Pythonのプログラミングの基礎知識について学習した。
60795,58322,EDUCATION,zrxrere12,student,4,データサイエンスはビジネス課題の解決に不可欠で、データ分析による意思決定の最適化、顧客ニーズの予測、業務効率化を実現し、競争優位性を生み出すことなどに支援できるため、これからのAI時代において必須スキルとなる。
60794,58126,EDUCATION,kasekidayo,student,4,普段Pythonを使っているのでその知識を活かしながらJavaを学べた
60782,58116,EDUCATION,Sumeshifly,student,4,なぜGCIを修了すべきなのかを理解した。データサイエンティストになるために必要なスキルに何があるのかを学んだ。
60779,58113,EDUCATION,nagai2013,student,4,pythonを見様見真似で扱ったことはあるものの、その具体的な意味はあまり理解していなかったため、いちからコードの意味を学べた点が大きかった。特にイコールで繋がれた右を先に読んで、戻り値として左が新たに定義されるという点は、忘れていたので思い出せてよかった。
60777,58111,EDUCATION,Yaaamashiro,student,5,GCIベーシックの概要からデータサイエンスの流れ、そしてクラスやメソッドなどのPythonのオブジェクト指向の基礎を学んだ。
60776,58329,EDUCATION,nana1121,student,4,Pythonの基礎について、これまで何となく理解したつもりになっていた部分を、今回の学習を通じて改めて体系的に復習することができた。特に変数の扱いやデータ型の違い、基本的な制御構文についての理解が深まり、今後の応用に向けた土台を固める良い機会となった。
60767,58470,EDUCATION,hanhanahan,student,5,Pythonの使い方について学びました。説明を聞きながら、少しずつ理解することができましたが、実際に使いこなせるようになるには時間がかかりそうだと感じました。これからも繰り返し練習していきたいです。
60753,61178,EDUCATION,Momokaogawa,student,5,今回の講義でデータサイエンスやGCIの歴史についてたくさん知ることができてとても良かったと思いました。また、優良生にはたくさんの優秀な方々がいることやご活躍されていることを知り、ますますGCIへの熱量が増やすことができました。
60747,58922,EDUCATION,shibataHokkaidoM,student,4,普段は使うことのないpython言語の基礎について学んだ。概要は掴めたと感じたが、今後自分のやりたいことを突き詰めていく上で、より深いpython自体の理解とライブラリの知識が必要になると感じた。
60741,58660,EDUCATION,kai12345,student,5,データサイエンスの概要や、分析手法と予測モデルの作成に関する全体概要。\nPythonの基本構文とデータ分析に関連するライブラリの概要。
60738,58105,EDUCATION,zzzooo00,student,4,データの種類や利用方法、pythonの基礎的知識である、演算子、関数、メソッド、オブジェクトとクラスについて学んだ。一言にデータ処理といっても、理解、前処理、モデル構築、モデルの評価という４種類の操作が一方向的に行われるのではなくて、全てを行きつ戻りつしながら進めることで、より効果的なデータ分析ができることがわかった。
60733,58130,EDUCATION,Apple314,student,5,教師あり学習と教師なし学習について簡単な仕組みを理解できた。線形回帰や決定木ロジスティック回帰を知った。
60731,58100,EDUCATION,nanaJR0VZQ,student,4,機械学習とPythonについて、概要を学んだ。\nプログラミングは、かなり昔にすこしかじっただけなので、不安があったが覚えるのよりも手を動かし質問して学ぶという芯があることで意欲を持続して学べそうだと思った。参考として挙げられた本を早速読んでみようと注文した。
60720,58343,EDUCATION,kohgatanaka,student,4,pandasなどの簡単な使い方は既習だったので，その使い方を改めて確認することができた．
60697,58259,EDUCATION,ShiryuTsuchiya,student,5,データを活用するためには、ビジネスサイドの知識、データの整え方、加工の仕方、モデルの作り方、モデルの評価の仕方が必要なことが分かった。また環境が整備されていることもよく分かったので、毎日30分以上の自学自習を怠らないようにする。
60692,59074,EDUCATION,YukiNarita,student,3,データサイエンスとは何かを学ぶことができた．単なるエンジニアリング能力のことを指すものかと思っておりそれを身に着けようと受講したつもだったが，どのようなビジネス課題の解決を目指すのかなど目的をはっきりさせ，解決に向け仮説検証を繰り返していくことも大事であると知った．
60685,58076,EDUCATION,mei20002,student,4,データサイエンスとは何かの説明を聞き、データの理解→データの前処理→モデルの構築・評価の流れを理解した。\nColabを実際に動かしながら回帰コースと分類コースで機械学習モデルのインポート、モデルのインスタンス化、データへのフィットなど基本的な使い方を確認した。
60673,58231,EDUCATION,Minori27,student,4,回帰と分析に分けて、機械学習のメカニズムを具体的に学んだ。また、それらを実際にPython上で具体的データを用いて処理するための基礎知識を学んだ。
60668,63720,EDUCATION,yusandesu,student,5,データ分析にはデータの理解、データの事前処理、モデル構築、モデル評価の四段階を経て進む。これが基本である。
60660,58049,EDUCATION,Faguscrenata,student,5,データサイエンスに関する基礎的な知識を学ぶことができた。また、Pythonについて基本的な機能と実際に復習することができた。
60653,53158,SPONSOR,Charles1,student,4,興味深い導入でした。データサイエンスにはある程度慣れがありますが、新しいこともいくつかありました。
60641,58059,EDUCATION,Chi1180_,student,4,「機械学習」とは何なのかと行ったことから、基本的な考え方・知識としてpythonの基本的文法、Google colabの使い方、開発方法などについての今後の活動における基本的な活動を学ぶことができた。
60640,58149,EDUCATION,MurataEmiri,student,3,基本的な必要な知識と、活用の仕方について学んだ。知らないことなどもたくさんあったが、楽しかった
60634,58032,EDUCATION,Riceyxxx,student,4,pythonの基礎などが勉強できて嬉しかったです。
60628,58027,EDUCATION,MATSUBARA-Y,student,5,データサイエンスのフロー、特にモデル構築について学べた。pythonの基本文法を復習することができた。
60615,58019,EDUCATION,OnthePlanet,student,5,"・python の基本コード\n　python の言語自体の簡易ルールおよび捉え方\n・機械学習の概要\n　教師有り学習と教師無し学習(LLMモデルは自己教師）\n・線形回帰モデル\n　説明変数と目的変数が1個ずつの場合は、線形で表される\n・分類\n　目的変数が線形でない場合に用いる（例：毒があるない⇒0,1で表現する）\n"
60609,58030,EDUCATION,tyokousagi,student,5,pythonの基礎の文法やライブラリの使い方、データサイエンスとは一体どういうものなんかについて理解を深めることができた。
60606,58819,EDUCATION,Rinonnon,student,5,講義を受講するにあたっての流れを掴み、今後の講義の受け方などを理解した。また、データサイエンス、Pythonの基礎知識を身につけることができた。
60604,58110,EDUCATION,jyam-browezer5,student,4,データサイエンスにおけるデータ理解 → データ前処理 → モデル構築 → モデル評価、という流れで進められる基本的なプロセスや実務的な活動事例などを学べた。
60603,58063,EDUCATION,koyun22sft,student,3,データサイエンスの基礎、仕組みややり方について学んだ。
60598,58020,EDUCATION,AMIyasunaka,student,5,基礎的なデータサイエンスのコンセプトやステップの説明、コード用語や機能について学ぶことができた。
60595,58216,EDUCATION,SuzukiRa,student,4,python の基礎を学んだ。Google colabの使いかたを知った。統計学の基礎。機械学習の方法や基礎。
60594,60108,EDUCATION,AyameM1414,student,4,データ処理から機械学習モデル構築・評価までを含むデータサイエンスのルーティンと、Python の基礎について学んだ。特にデータサイエンスのルーティンでは各ステップの概要と事例を通して、どのように段階的にデータが用いられ活用されるのかを理解することができた。
60589,53194,SPONSOR,kimura723,student,5,データサイエンスのフロー。クラスとオブジェクトの関係について。
60588,53693,SPONSOR,Shuichi_Kozaki,student,4,データサイエンスにおけるデータの理解から始まるモデル構築、評価に至るまでの流れ。Colabを利用した基礎的なPythonの四則演算など。
60587,58016,EDUCATION,Hayao_Urata,student,4,普段から機械学習を触っているので，特別新しい知識を獲得したわけではないですが，改めて復習になったのでよかったと思います．
60586,58013,EDUCATION,hinata4832,student,5,"score_table = [[‘a’, ‘b’, ‘c’], [0, 1,2]]とした際に、\nscore_table[1][2]で2を出力するということを学んだ。行列に対しても有効だということを学んだ。"
60582,58068,EDUCATION,TKkeiseki2,student,5,データサイエンスとは何かという基礎的なところや、必要な統計の知識（分散や標準偏差）、機械学習（教師あり・なし学習）について学んだ。\nPythonの基礎的な文法については既知のものが多かったが復習ができてよかった。
60581,58010,EDUCATION,sei000521,student,5,"データサイエンスとは何なのか、Python,統計の基礎、機械学習などを学んだ。これを繰り返し復習しながら学ぶことで知識をつけていきたい。"
60580,53152,SPONSOR,a_konishi,student,5,プログラミングとPythonの基礎、Google Colabの使い方について学んだ。\nPythonは独学で使用していたため改めて復習できた。
