アカウントID,StudentID,Group,Account Name,Role,SatisfactionScore,Opinion
59477,52527,EDUCATION,cskz21109,student,,
59475,50970,OTHER,rxe12454,student,3,データサイエンスとは、数学・統計・プログラミング・ビジネス知識を使い、大量データから価値ある情報を引き出す学問であるという定義がより明確になった。\n扱うデータは構造化・非構造化がり、収集にはオープンデータやコンペ活用が推奨される。分析プロセスは「データの理解」「前処理」「モデル構築」「モデル評価」の4段階で構成され、仮説検証を繰り返しながら精度向上を目指す方法をこれから学べるということを学んだ。
59471,57695,EDUCATION,y0000000,student,,
59470,52524,EDUCATION,Risako_0907,student,4,Pythonの仕組みすら分からなかったが、1から説明してもらったので理解することができた。1回目で結構進んだので復習が大変だなと思うが着いていけるように頑張りたい。
59469,52528,EDUCATION,Zazazaza,student,,
59465,52564,EDUCATION,GeN_Hoshino,student,5,データサイエンスの大まかな流れと、Pythonを使った分析方法を学びました。PythonやSQLなど様々なことをこれから学んでいくことになると思いますが、ここで学んだ分析の流れを常に意識しながらデータ分析を行うことが能力向上の手がかりになると感じました。
59462,52549,EDUCATION,HRT29231,student,,
59461,52565,EDUCATION,Taiyoume,student,5,データサイエンスの特性や、データサイエンスを具体的にどう使うか、どのような価値があるかなどの、前提的な物事。
59460,52734,EDUCATION,kaiforworldkofu,student,,
59459,52530,EDUCATION,RikuYashiki811,student,4,データサイエンスの流れについて大まかな概要を学ぶことができた。特にモデル構築に関して、初めて目にする用語が多かった。
59458,57739,EDUCATION,Akaringo,student,5,データサイエンスや統計の知識、phythonの使い方などメイン講義に入る前の前提知識を学んだ。パソコンならではの記号や式の表し方があることを知って感動した。
59457,52580,EDUCATION,ssugaya_42,student,,
59454,52690,EDUCATION,lillillillil85,student,,
59452,50966,OTHER,Nyanta2025,student,4,データをいろいろな観点から要素分解し、データ分析ができる形に変換するとともに、可能な限り、偏見が少ないAI・アルゴリズムを構築できる能力が問題解決に重要をだと学びました。
59450,52522,EDUCATION,taniguchikoki,student,5,"GCIに必要な知識について話してくれた。データサイエンティストに関しては初学者であるため、基礎的な知識(python,統計の知識など)を簡易的に話してくださるので初めて知ることもあったり、復習できたこともありためになりました。"
59448,50963,OTHER,Mash1320,student,,
59444,60412,EDUCATION,palpal0327,student,5,GCIを受講するうえでの土台となる基礎知識を学びました。\nPythonの簡単なおさらいができたのがうれしかったです。
59443,52639,EDUCATION,takamiya55,student,,
59442,52519,EDUCATION,M_yamaguchi,student,,
59441,52517,EDUCATION,kotaro_GCI,student,,
59440,52516,EDUCATION,sakaharu55,student,,
59439,52514,EDUCATION,Noa_Melody,student,,
59438,52513,EDUCATION,ikapkazuki,student,,
59437,52512,EDUCATION,MitsukiIshikura,student,,
59436,52511,EDUCATION,SatsukiY,student,5,データサイエンスとは何かについてや、実際にモデルを構築するにあたっての手順を学んだ。また、Pythonの基本的な表示のされ方や、演算の仕方、組み込み関数、リスト、ライブラリなどについても学習した。
59434,50961,OTHER,MASATOYOSHIDA,student,5,データサイエンス、Pythonの使い方、データ分析に必要な統計の知識 、機械学習、Goggle Colabの使い方、回帰と分類を体系的に学ぶことが出来た。
59431,52508,EDUCATION,miyutakamura,student,,
59428,50954,OTHER,NoguchiHideyuki,student,5,そもそもAIについての理解が完全に不足していた。情報をインプットすればプロダクトを出力してくれると考えていたが、実際には情報を事前に加工し、処理可能な状態を構築する必要がある。更には必要としているプロダクトに適合したモデルを用意する必要がある。チャットGPTを使用するユーザー目線からすれば、上記のことはさほど意識する必要はないが、AIをローレベルで活用する場合は意識する必要がある。また生成AIと機械学習を混同していた。
59427,52507,EDUCATION,Cocochoco,student,,
59426,50953,OTHER,KNagashima,student,,
59425,52506,EDUCATION,KMizutani1,student,4,importやその他の入力を学習できた、ファイルの読み込みや表の出力、条件の絞り方など理解できた
59424,52504,EDUCATION,Soyaaaaa,student,,
59420,50950,OTHER,jcabkihara,student,,
59419,51414,SPONSOR,denden1216,student,5,・データサイエンスの大まかな流れ・作業方法\n・Pythonの文法概要\n・データサイエンスに必要な統計知識\n・機械学習の概要(教師あり/なし学習)\n・Google Colab上での簡単な機械学習(回帰/分類双方)の実装演習
59418,52505,EDUCATION,uchi8965,student,,
59415,51243,SPONSOR,takaaki_notsute,student,,
59412,51419,SPONSOR,harupispipipi,student,3,LLMについて，言葉は何度も聞いたことがあるものの，実際にどういうものか知らなかったが，今回の学習を通じて概念を理解できた．\n
59411,52521,EDUCATION,omnivorous,student,,
59409,50944,OTHER,Usui_Shunichi,student,4,pythonがどんなものなのか、必要な数理的なきそちしきなど
59408,52670,EDUCATION,ssssssuzu,student,5,まずは「データサイエンスとは何か」という基礎中の基礎から学び、データの具体的な扱い方についても勉強した。また、機械学習を用いたデータサイエンスの一連の流れについて初めて知り、全体像を把握することができた。さらに、Pythonの基礎についても初めて学習した。
59406,62048,EDUCATION,ShimokawaH,student,,
59405,50941,OTHER,TakahiroChiku,student,5,初めてGoogle Colabを利用してPaythonコードを実行した。PaythonコードはJupiter notebookで5年ほど前に使用して依頼であったが、本講義の講義内容に則って基にとても簡単に関数を実行できることが分かった
59403,52497,EDUCATION,matsuriku,student,5,Pythonの基礎を少しだけ理解することができた。今回プログラミング言語を学ぶことが初めてであり、初心者でもわかりやすい内容であった。
59402,52503,EDUCATION,KuroUmmo,student,,
59401,50939,OTHER,furuichi0922,student,4,Pythonの基本的な内容を学んだ。引き続き演習を通じて、学びを深めていきたい。
59400,50938,OTHER,toyomane,student,4,\0. オープニング\ではGCIベーシックの全体像を確認した。\1. データサイエンスとは\ではデータサイエンスの概念を学んだ。\2. Pythonの基礎・実践\では演算子、変数、データ型などのPythonの基礎を学んだ。
59398,51411,SPONSOR,hkurokawao,student,5,回帰、分類について、pythonでの基本的な処理の流れを確認できました。\n演習を進める中で、一部、日本語ファイル名の微妙な違いによるエラーがありましたが、今後、自身で扱うファイル名については気を付けたいと思います。
59397,50937,OTHER,eringi3150,student,4,機械学習を用いたデータサイエンスの流れについて，どういうデータであるかを理解することで必要でないデータ，必要なデータについて知ることができ，データの前処理を行うことで，より洗練されたモデルが出来上がるのだと理解した．
59394,58047,EDUCATION,SYotsuyanagi,student,5,統計や機械学習の基礎について、よくわかった。特に、機械学習を使用したデータサイエンスの流れの４段階が自身の頭の整理につながった。
59393,50935,OTHER,zakurochan396,student,5,最初の導入で、データサイエンスとは何かや、データとはどんなものでどんなことに活かされて、その知識をビジネスの中でどう活用していくかの全体像が分かった。そのためにGCIではPythonのコードや、分析方法、ビジネスのことまで様々な知識が必要になってくる。
59389,52970,SPONSOR,Shoma_melco,student,,
59388,51409,SPONSOR,SGMTtty216,student,5,データサイエンスとPythonの基礎的な内容
59384,51406,SPONSOR,suzuki_h,student,,
59382,51418,SPONSOR,salapis_h,student,,
59378,52489,EDUCATION,Hidemasa,student,,
59376,52488,EDUCATION,ph1en203,student,,
59373,50927,OTHER,chocola73,student,5,統計の基礎や、Pythonについての基礎が学べた。演習は、単に実行するのではなく、自ら考えてやってみる演習が合っても良かったと感じた。
59372,51405,SPONSOR,YutaHori,student,,
59371,50924,OTHER,Nagakazu,student,,
59368,52585,EDUCATION,masyuji0411,student,,
59367,50922,OTHER,rinki_ito_1301,student,,
59363,50875,INVITED_COMPANY,tigkusmoe,student,,
59360,50870,OTHER,Ytkmro0501,student,,
59358,50868,OTHER,tanakyun,student,,
59357,57646,EDUCATION,soshi0623,student,,
59356,52484,EDUCATION,Kenken160,student,,
59355,52483,EDUCATION,Sato_Takeru,student,,
59354,52501,EDUCATION,Muni1015,student,,
59353,50864,OTHER,masa0318,student,5,本講義で求めるレベル及び目標が明確に理解できたため、自分がどのように学習を進めれば良いのかがわかった。またPythonの概要についても理解することができた。
59351,52481,EDUCATION,74NAKAGAWA,student,5,今回は事前学習としてpythonの基礎中の基礎を学習しました。内容としては演算子やリスト、関数とメソッドなど幅広く学びました。私自身、pythonははじめてですが以前にHTMLでのコーディングの経験はあったため、予想以上にすっきり理解することができました。
59350,50861,OTHER,Ritsuki0412,student,,
59349,52477,EDUCATION,kiririri,student,,
59348,57920,EDUCATION,yudaisuzuki,student,,
59347,52486,EDUCATION,Ayane_Yoshida,student,,
59345,52479,EDUCATION,kanta_kawanoue,student,,
59344,52480,EDUCATION,mathdaisuki777,student,,
59342,50858,OTHER,G242Osaka,student,4,データサイエンスとはどういったものか、またPython文法の基礎を学びました。
59341,50856,OTHER,YOSHIDA_AKARI,student,5,今後学ぶデータサイエンスがどのようなものであるか、また、使用するPythonという言語について、導入となる基礎的な知識を学ぶことができた。
59339,50851,OTHER,kaoru_yoshida,student,,
59337,50848,OTHER,ayu_kasamatsu,student,4,Google　Coraboratoryの使い方、統計学の知識、機械学習について、Pythonの基礎について学んだ。
59335,50846,OTHER,mikishino,student,5,データサイエンスでのデータ処理の流れ。
59333,50844,OTHER,metiMIKIKAZUKI,student,5,Pythonの使い方
59332,50843,INVITED_COMPANY,,student,,
59330,52475,EDUCATION,whasupbro,student,5,これから学習する内容についての全体的な概要を理解することができた。どのような知識やスキルを身につけるのか、全体の流れや目的も把握できたので、今後の学習に向けた見通しが立てやすくなった。
59328,50838,OTHER,TraitonF,student,5,Pythonの使用方法についての復習、特にpandasを使用した条件による絞り込み、及び欠損値への補完方法の基礎、回帰、分類の基本的な学習方法
59322,50831,OTHER,dMachiya,student,5,GCI受講の前提となるデータサイエンスの基礎について、Pythonプログラミング、統計学、MLのそれぞれ導入的な知識を得ることができた。
59315,50825,OTHER,takenaga,student,5,ファイルへのアクセスの方法と基本的な処理操作を学んだ。
59311,52468,EDUCATION,kumokun0607,student,,
59310,52469,EDUCATION,YuYasujima,student,,
59309,52473,EDUCATION,AkariMizutani,student,5,機械学習はデータ理解→前処理→モデル構築→評価を繰り返す行為。
59308,52467,EDUCATION,saya_0402,student,4,データサイエンスとはデータを分析し新しい価値を生みだすことだと理解できた。また、データには種類があることや、データを分析するために前処理が必要なこと等を新しく学んだ。
59307,52465,EDUCATION,shi09noa,student,,
59306,51555,SPONSOR,nb8cw205,student,5,データサイエンスの概略とpythonでのプログラミングの基礎をおさらいできた。
59304,52510,EDUCATION,Amaki_Tsukazaki,student,,
59302,52459,EDUCATION,yu1102140,student,,
59301,52535,EDUCATION,rokendorei,student,,
59300,52547,EDUCATION,shiho0528,student,,
59299,52728,EDUCATION,Yuyake58k,student,5,事前学習として、これから身につけるpythonや機械学習についての初歩を体系的に学習することができた。また、統計で使われる基本的な知識も学ぶことができ、これからの本講義に向けて学習意欲が高まった。
59298,52495,EDUCATION,danjunaaa,student,,
59297,52523,EDUCATION,ShidoITO,student,5,Pythonの始まりとも言える文法の数々を、スムーズに学ぶことが出来た。代入や出力について、資料に分かりやすい解説があり、自分自身で動作させる方法を学んだ。
59296,52562,EDUCATION,Yuzuki17,student,,
59295,52689,EDUCATION,Saharan0ma,student,,
59294,52490,EDUCATION,Udonchan,student,,
59293,52463,EDUCATION,Sszu55778,student,4,pandasなどを用いて機械学習の概要やPythonの基礎学習、分類や回帰の問題を実際に解いてみると身に付きやすいということを学びました。欠損値の補い方やデータの前処理方法を学び、実践的に手を動かしながらプログラミングを学習できたと考える。
59292,57746,EDUCATION,POTaTo274_om,student,,
59291,57897,EDUCATION,Econanringo,student,,
59290,58213,EDUCATION,Momocoron,student,,
59289,52678,EDUCATION,Kent0siesta,student,,
59287,57698,EDUCATION,nakara2099,student,,
59286,63803,EDUCATION,mtsuta256,student,,
59285,57813,EDUCATION,Kotone06,student,,
59283,52493,EDUCATION,TaishiGoto41,student,5,データサイエンスの流れは、データの理解、データの前処理、モデルの構築、モデルの評価の順に行われる。Pythonでは変数を用いて演算処理を行ったり、関数を用いて処理を行うことができるほか、ライブラリからファイルを取り込んで処理を行うことができる。
59281,52470,EDUCATION,ohana_liho,student,,
59280,52498,EDUCATION,buenasuerte0902,student,,
59279,52471,EDUCATION,shota_go_cougars,student,5,Pythonの基本文法や数学的な知識について学んだ。なかでも私はプログラミングに精通していないので、Google colabを用いたPythonの基礎文法は必修の項目に感じた。データの整理からデータの可視化までの一連の簡単な流れについて学んだ。
59278,52460,EDUCATION,CyberSamuraiX,student,,
59277,52466,EDUCATION,tz22skitano,student,,
59276,52462,EDUCATION,SOHOkeyaki,student,,
59275,51554,SPONSOR,YunLi_HM,student,5,事前学習内容を読んで、基礎部分やイメージを理解できました。Pythonの部分に関しては、過去C言語の知識で理解できたので、一応不安は解消できましたが、今後のプログラミング作業に追いつけるか不明確でわくわくしながら、実技の部分を楽しみにしています。
59274,52551,EDUCATION,1313kudo,student,5,google colabの使い方や、本プログラムの概要を知ることができました。またpythonは少し触っていたので、クラスやオブジェクトについてのイメージを再認識することができました。
59270,58910,EDUCATION,TaiseiUtsubo,student,5,今回の講義では、機械学習の基礎となる部分である、用語の説明や統計に関する基礎的な知識などについて学んだ。また、実際に手を動かして回帰と分類の二種類の方法での学習法を学んだ。前者は連続的な情報、後者は断続的な情報に対して用いることができる。
59269,52452,EDUCATION,leoleft0718,student,,
59267,52450,EDUCATION,YonechinFFF,student,,
59266,52448,EDUCATION,yamsho01,student,,
59264,52442,EDUCATION,chiwapon,student,,
59262,52440,EDUCATION,Funaoku8,student,,
59260,52700,EDUCATION,H1R00317,student,5,データ分析を行う前に、データの特徴を理解し、必要に応じて欠損値を補充する、使いやすいように並び替えるなどの前処理を行う必要があることを学びました。
59259,52556,EDUCATION,RHamo203,student,5,事前学習としてGCIの受講について，データサイエンスの基礎的なイメージについて，pythonの基礎文法（リストや配列等）を学習した．
59257,52436,EDUCATION,kokomitsu,student,,
59256,60356,EDUCATION,Tsuyoshi9730,student,,
59255,60391,EDUCATION,Kanai3084,student,,
59254,52435,EDUCATION,kubota_m,student,5,データサイエンスの定義について理解することができた。データサイエンスの流れについて具体的な事例の記載があったため、より理解を深めることができ、また（データの理解）から（モデルの評価）までを行きつ戻りつしながら進めていくことが重要であると学ことができた。\npythonのコードについても、基礎的な知識を学ぶことができた。
59253,63303,EDUCATION,Ayaorsak,student,,
59251,52428,EDUCATION,haruki1225,student,,
59250,52427,EDUCATION,SenaTaka,student,,
59249,52423,EDUCATION,aaaaaaaaaaaaa,student,,
59248,52424,EDUCATION,utsmily04n,student,5,データサイエンスについて深く理解することができた。データサイエンスとはプログラミングに限らず数学や統計学、ビジネスなど複数分野の統合から問題解決まで繋げることができる学問である。普段わたしたちが使用しているSNSのおすすめ機能はデータサイエンスの一つである。日常の中にはさまざまなデータが存在している。データの理解に加えて構造化できるデータやできないデータがあるためそれらをわかりやすくするための前処理を行う必要がある。また、その時々の目的に合わせてモデルの構築や選択を行い適切な評価を行うのがデータサイエンスの主な流れであることを学んだ。
59246,52419,EDUCATION,ikedayukari,student,,
59245,52416,EDUCATION,youyuex861,student,,
59244,52710,EDUCATION,takasuzu,student,5,基礎的なPythonの規則や考え方を学んだ。
59243,52414,EDUCATION,mayosh27,student,5,データサイエンスとは、という基本的なことから始まり、その活用方法・場面やデータの分析の流れなどを学んだ。個人でのデータの収集方法にはオープンデータやコンペティションがあったり、データ分析には4つの流れがあることも分かった。またPythonの文法やメソッド、クラスなどの考え方を学んだ。
59241,52410,EDUCATION,gomichan10,student,,
59239,52655,EDUCATION,Shou0921,student,,
59238,52413,EDUCATION,Reliefpint,student,5,データを扱うには、単に分散や偏差などを得てデータを操作する・読み取るだけでなく、それを理解して仮説を立てる能力が必要だとわかった。また、欠損値などの不正なデータを処理する必要性を学んだ。
59234,52405,EDUCATION,takemaru,student,,
59233,52482,EDUCATION,nekosan0310,student,,
59229,51376,SPONSOR,Toshihiro_Fujii,student,4,データサイエンスの概要から、Pythonの基礎までを学習した。データサイエンスは、データの理解、データの前処理、モデル構築、モデル評価の流れで行われる。
59227,51556,SPONSOR,YoshikawaFumiaki,student,5,データーサイエンスの流れ：データの理解→データの前処理→モデル構築→モデル評価\nデータの理解：データの全体像理解、仮説を立てる\nデータの前処理：データのクリーニング（外れ値、欠陥値の削除や補完）、単位と範囲の標準化、カテゴリーデータの変換作業\nモデル構築：計算ルール、データ分割→モデルの選択→モデルの訓練\nデータ分割：訓練データと評価用データを分ける、k分割交差検証法などあり\nモデルの訓練：訓練用データをモデルに入れて学習\nモデルの評価：訓練したモデルに評価用データを入れて、性能を定量評価する\n機械学習：データにある特徴やパターンから学習し、未知のデータに対しても答えを推定/予測する。教師あり学習、教師無し学習、強化学習、教師無し自己学習\n教師あり学習：答えが存在するデータを学習し、未知のデータに対しても答えを推定/予測する。\n教師無し学習：答えが存在しないデータを学習し、パターンから関係を見つけ出し、未知のデータに対しても答えを推定/予測する。\n強化学習：機械が選択した行動による結果に対して報酬を与える手法で学習し、より多くの報酬をもらえるような答えを選択する。\n自己教師あり学習：教師あり学習と教師無し学習の概念を取り入れた学習。ex. LLM(大規模言語モデル)の学習\nディープラーニング：「ニューラルネットワーク」を用いた機械学習\n回帰：戻り値が数値\n決定木：条件分岐を繰り返してクラス分けする方法。分類木、回帰木\n分類木：目的変数がカテゴリ\n回帰木：目的変するが数値\n線形回帰：重み付けした複数の説明変数の和とバイアスで表現された目的変数を算出する回帰手法。\nロジスティック回帰：Yes、Noなどの質的データを予測する分類手法。\nクラスタリング：多数のデータをいくつかの類似するグループに分ける手法\n次元圧縮：元の高次元のデータ情報を失わないようにして低次元の次元に圧縮する手法
59226,52399,EDUCATION,kokomukiki,student,,
59224,52386,EDUCATION,murataku89,student,,
59223,52391,EDUCATION,Somattyo1130,student,,
59221,52385,EDUCATION,Watakou0921,student,,
59218,52571,EDUCATION,HaruKinoshita,student,,
59215,52727,EDUCATION,hypegir1,student,,
59213,52376,EDUCATION,moriiyuta,student,5,この講義では、データサイエンスの基礎から始まり、Pythonの基本文法、統計学の知識、機械学習の概要と手法について学びました。プログラムを用いて予測モデルを作成する方法を学習出来ました。単元毎が短いのでスキマ時間を活用して学習でき、実際に手を動かすことで理解を深める工夫もされていてとても学びやすい動画なっていてとても勉強になりました。
59208,52379,EDUCATION,rtakizaw,student,5,データサイエンスの流れや、Pythonの基本的な使い方、基本的な統計学、機械学習の知識を学びました。
59206,52722,EDUCATION,myua_syamoji,student,,
59205,52373,EDUCATION,Penguin0725,student,,
59204,52711,EDUCATION,KanaruMiyake,student,,
59201,57853,EDUCATION,mfmfYuMa2,student,4,pythonで必要な基本的な構造が理解できてよかった。さらに以後よく使うライブラリの例について合わせてご教示いただくとなお次回の演習への流れがスムースのように感じた。
59200,59301,EDUCATION,Kiniwa58,student,,
59199,52369,EDUCATION,lita5340,student,,
59197,52366,EDUCATION,maeno_frfr,student,,
59195,52365,EDUCATION,CherrySky,student,5,データサイエンスやPythonの基礎について、学ぶことが出来てよかった。特に、データサイエンスについて、データの理解、データの前処理、モデル構築、モデル評価という流れがあり、それぞれの細かい内容について深く理解できた。
59194,52362,EDUCATION,Asari0727,student,5,基本的なデータサイエンスの流れと、どのような場面に活用されているものなのかを理解した。また、Pythonの基礎を学び、各用語の意味と言語を知った。
59193,53232,ENTERPRISE,kaneyukaneyu,student,4,事前学習ベーシックの動画は非常に簡潔で、必要な情報が盛り込まれていていた。私は1カ月前に当講座の前にprogateでpythonを触っていたのでpythonの基本のキだけはできている状況であったため、事前学習分については済んでいる状況であった。統計は去年に多変量解析あたりまで教科書を読んでいたので、思い出す良いウォーミングアップとなった。完全初学の場合であれば非常に理解しやすい完成された内容であると感じた。
59192,52418,EDUCATION,YoshidaYuma,student,4,データサイエンスの流れやpythonの基本的な仕組みについて学んだ。データサイエンスという言葉はよく耳にするが、具体的にどの様なことが行われているのかが不透明だったため、しっかり知ることができてよかった。
59191,52446,EDUCATION,nezutakuto,student,,
59190,52777,TRAINER,ajsaf49ku,student,,
59189,52370,EDUCATION,yakiimotogoma,student,5,Pythonの基礎的なコードの書き方について学ことができた。リストは要素をインデックスで管理できるデータ型であること、2次元リスト、type()で型を表示できるなど関数があること、メソッドで並び替えや最小値やindexを求められること、オブジェクトとは属性とメソッドをまとめたもので使う際はオブジェクトを代入した変数名とドットが必要であることなどを覚えた。Python入門の第一歩になったと思う。
59188,52377,EDUCATION,hinanako,student,4,事前に自身がこれから何について学ぶことができるか、想像しながらいT情報について取り組むことができてよかった。
59187,63144,EDUCATION,JohnSmith0707,student,,
59186,52375,EDUCATION,Y_Fujimoto,student,,
59184,52552,EDUCATION,Shun1115,student,,
59183,52352,EDUCATION,miumiu51,student,,
59182,52356,EDUCATION,ktnkym05,student,5,Google Colaboratoryの基本的な使い方とPythonの基本文法の再確認ができた。
59181,52355,EDUCATION,KoheiNatsume,student,,
59179,52358,EDUCATION,SamFukuda,student,,
59178,52359,EDUCATION,hanaucym,student,5,事前学習ではデータサイエンスとは何かという基礎的な内容から、実際にpythonを用いたデータ分析とモデリングの方法を学んだ。Pythonは今まで触れたことのなかったツールであったため、少し難しかったが講義の内容がわかりやすかったため学びを進めることができた
59177,52351,EDUCATION,KaizuYuka,student,5,データ解析の基礎、Pythonの基本文法
59176,53233,ENTERPRISE,flowChem,student,,
59175,52349,EDUCATION,pinancier,student,,
59174,57704,EDUCATION,ozaki027,student,4,データの種類について。また、Google Colabを使用してPythonを実行する方法から、Pythonの基礎について。基本的なPythonの関数、リスト、変数、基本の計算など。
59172,52400,EDUCATION,Kanta-Ish,student,,
59171,57653,EDUCATION,showshowshow,student,,
59170,52776,TRAINER,down-town-hero23,student,,
59169,52347,EDUCATION,Satoshi1985,student,,
59168,52718,EDUCATION,sugaNIKU090,student,5,データサイエンスの定義とその手順が４つの工程に分けられることや、Pythonの基礎的な計算方法からオブジェクトの概要を学んだ。
59167,52398,EDUCATION,trorrin21,student,,
59166,52707,EDUCATION,TomoharuKatayama,student,,
59164,52456,EDUCATION,nodokaYAMAGUCHI,student,,
59163,52406,EDUCATION,shunta03,student,,
59162,52409,EDUCATION,haru23024,student,,
59161,52353,EDUCATION,SAITo0729,student,,
59160,52553,EDUCATION,Fitzherbert,student,5,Pythonの基本情報、機械学習等基礎基本となることを理解出来ました。\nデータサイエンスを初めて学ぶ人も理解できる内容でした。
59159,52558,EDUCATION,ec1202vr,student,,
59158,52449,EDUCATION,MariShishido,student,,
59156,51375,SPONSOR,tdk_heewon,student,,
59152,52422,EDUCATION,Risa1229,student,,
59151,52630,EDUCATION,AkiyamaKotaro,student,,
59147,52345,EDUCATION,miyagawa,student,,
59145,52447,EDUCATION,allieee_ok,student,,
59143,52342,EDUCATION,adachi_kaede,student,5,事前学習でデータサイエンスについてとPythonを学んだ．ほとんど新しいことは学んでないが，復習ができた．
59142,52339,EDUCATION,zeroha25,student,4,機械学習やデータサイエンスの基礎とどのような使われ方をしているのかを学ぶことができた。また、AI関連では人気のpythonの基礎を学ぶことができた。また、回帰と分類を実際に実装することでイメージを持つことができた
59140,51378,SPONSOR,Savoiafio,student,,
59139,51374,SPONSOR,okapi2009,student,4,Pythonを用いた回帰、分類の実践に当たり必要なコードの内、最低限必要なものについて学習した。また、Google Claboの使用方法についても学ぶことができた。
59137,52529,EDUCATION,Takabakei,student,,
59133,52333,EDUCATION,E1sakkun,student,,
59132,51373,SPONSOR,FamiCadabra,student,4,データサイエンスの流れとpythonの基礎文法を学習
59131,52331,EDUCATION,soichiro0624,student,,
59130,52329,EDUCATION,MakimakiJunjun,student,4,本講義は基礎的な内容であったが，非常に重要であり有益であった．Pythonは日頃の研究でも使用しておりなじみがあったが，改めて知識を整理し，再確認する良い機会となった．特に近年では生成AIの発展により自分でコードを書く機会が減っていたため，実際に手を動かして学ぶことの重要性を再認識した．
59129,52335,EDUCATION,machamacha,student,,
59128,52327,EDUCATION,iwasaki_kz,student,4,データサイエンスについて、流れ特にモデル構築についてを理解した。pythonについては、前に習ったものの復習となり、使用したことのないGoogle Colaboratoryの使い方を学ぶことができた。
59127,52326,EDUCATION,MU_HONNOU,student,4,Pythonの基本的な操作を学んだ。今まで学んでいたことと重なる部分が多かったが新たに知れたこともあったので良い学びとなった。
59126,52324,EDUCATION,FukutaKeisuke,student,4,データサイエンスのデータの種類や採取方法、種類などをひとまず知ることができた。そこから主な解析の流れデータ可視化が理解につながってくること。その為のデータの前処理の大まかな部分の理解をしていくことができました。
59125,52323,EDUCATION,Withbotchan,student,5,自分はかつてAtCoderでPythonを第一使用言語としていて、統計検定2級も取得しているので正直事前学習の範囲では新たに学ぶことは少なかった。
59123,52610,EDUCATION,tmu_neo_2005,student,5,これからGCIの受講に向けてするべきことや、大まかな計画がわかりました。情報系の学科に通っているので、その分野とも絡ませながら学んでいきたいです。よろしくお願いします。
59122,57730,EDUCATION,tanakomaru,student,,
59120,52321,EDUCATION,keimei0421,student,,
59117,52525,EDUCATION,yamaguchitemu,student,,
59116,52312,EDUCATION,dekaoctopus,student,,
59115,52310,EDUCATION,omochi_kuitai,student,,
59114,52314,EDUCATION,ryosuke_sh,student,4,データサイエンスとはという概念的な話では、複数分野の統合であり、様々な活用事例があることや、流れを大きく4つに大別してそれぞれについて詳細な流れを学んだ。\nまた、Pythonの基礎や機械学習についても学べた。
59112,52308,EDUCATION,gryphon1st,student,,
59110,58125,EDUCATION,Liisa_ishii,student,,
59109,52313,EDUCATION,grasshopper928,student,,
59108,52526,EDUCATION,YukiKIRA,student,5,生データを統計や機械学習に使用する際は行う学習の種類に合わせて人間がデータの理解をし、データの外れ値や欠損値を取り除く前処理が必要である。また、機械学習を行うためにデータを読み込ませる前に、人間がデータに対して仮設立てる必要がある場合がある。
59107,52712,EDUCATION,25Endokayato,student,,
59106,52298,EDUCATION,Motoyama,student,5,私は情報系の学部生で、講義でPythonを利用したことはありますが、基本を振り返り、意味を再確認できたので参加してよかったと思います。
59105,52296,EDUCATION,mayobeam,student,,
59104,52297,EDUCATION,ryo_0413,student,,
59103,52304,EDUCATION,tsuru50460,student,,
59102,52295,EDUCATION,mickeymouse,student,,
59101,52644,EDUCATION,MayakoOkude,student,,
59099,62201,EDUCATION,Kazuki24,student,,
59098,52291,EDUCATION,Mangotree,student,,
59097,52294,EDUCATION,asmtawgwj,student,,
59095,52287,EDUCATION,KawaNiko,student,5,データサイエンスとはなにかを復習することができました。また、Pythonの使い方についても改めて確認をすることができました。データサイエンスの流れなどは学校でしっかりと学んだことがなかったので研究の参考になりました。
59094,52288,EDUCATION,KyokaShimoda,student,,
59093,52284,EDUCATION,kyouzi-kara,student,,
59092,52282,EDUCATION,mirugurosshu1244,student,,
59091,52281,EDUCATION,mizzzuno,student,,
59090,52283,EDUCATION,yuji4491,student,,
59088,52277,EDUCATION,WAKITAKENSHIN,student,5,データサイエンスの基本的な概要とPythonの基本的な使い方について学んだ。Pythonの学習では実際にハンズオン形式で学ぶことができた。
59087,52275,EDUCATION,Jingtao_Yang,student,,
59086,52560,EDUCATION,kenken24,student,,
59084,52364,EDUCATION,Copernicus,student,3,基礎的な基礎でデータサイエンスとは何かというところからPythonの基礎的構文やマシンラーニングの仕組み的な部分の教養を学んだ
59082,52273,EDUCATION,xavi0000,student,,
59081,52270,EDUCATION,yuta_shimizu,student,,
59080,52269,EDUCATION,ikm_0320,student,4,データサイエンスについて、プログラミングについて全く知らない状態で、この事前学習教材を利用させて頂きました。pythonというものがどういったものなのか、コードとは何か、というレベルからのスタートでしたので、GCIを受講するにあたって基礎的な前提知識を学ぶことができ、非常に有用だったと感じます。
59079,52330,EDUCATION,Tanimaru,student,,
59078,59684,EDUCATION,juichi11,student,,
59077,52267,EDUCATION,Okji0000,student,,
59076,52263,EDUCATION,eyeshield73,student,,
59075,52265,EDUCATION,0888yuma,student,,
59073,52262,EDUCATION,kazuyahasegawa,student,,
59072,52261,EDUCATION,tsubasa0130,student,5,データサイエンスの知識に関しては、統計検定2級やDS検定受験の際に学んだことが大半だったのでいい復習になりました。Pythonは基本的なことはできますが、応用になると全然ダメなので基礎の部分を改めて確認できました。
59071,52328,EDUCATION,nanakoyazaki,student,,
